eligible,should_stop,task_id,tier,group_key,run_index,auc_cv_pct,brier_cv_pct,coverage_cv_pct,flip_mean,ret_delta,dd_delta,metrics_ok,flip_ok,perf_ok
False,False,core_market_cn_core_001,core_market,core_market::cn_core,1,,,,,,,,,
False,False,core_market_cn_core_002,core_market,core_market::cn_core,2,,,,,,,,,
False,False,core_market_cn_core_003,core_market,core_market::cn_core,3,,,,,,,,,
False,False,core_market_cn_core_004,core_market,core_market::cn_core,4,,,,,,,,,
False,False,core_market_cn_core_005,core_market,core_market::cn_core,5,,,,,,,,,
False,False,core_market_cn_core_006,core_market,core_market::cn_core,6,,,,,,,,,
False,False,core_market_cn_core_007,core_market,core_market::cn_core,7,,,,,,,,,
False,False,core_market_cn_core_008,core_market,core_market::cn_core,8,,,,,,,,,
False,False,core_market_cn_core_009,core_market,core_market::cn_core,9,,,,,,,,,
True,False,core_market_cn_core_010,core_market,core_market::cn_core,10,,,,,,,False,False,True
True,False,core_market_cn_core_011,core_market,core_market::cn_core,11,,,,,,,False,False,True
True,False,core_market_cn_core_012,core_market,core_market::cn_core,12,,,,,,,False,False,True
True,False,core_market_cn_core_013,core_market,core_market::cn_core,13,,,,,,,False,False,True
True,False,core_market_cn_core_014,core_market,core_market::cn_core,14,,,,,,,False,False,True
True,False,core_market_cn_core_015,core_market,core_market::cn_core,15,,,,,,,False,False,True
True,False,core_market_cn_core_016,core_market,core_market::cn_core,16,,,,,,,False,False,True
True,False,core_market_cn_core_017,core_market,core_market::cn_core,17,,,,,,,False,False,True
True,False,core_market_cn_core_018,core_market,core_market::cn_core,18,,,,,,,False,False,True
True,False,core_market_cn_core_019,core_market,core_market::cn_core,19,,,,,,,False,False,True
True,False,core_market_cn_core_020,core_market,core_market::cn_core,20,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_021,core_market,core_market::cn_core,21,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_022,core_market,core_market::cn_core,22,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_023,core_market,core_market::cn_core,23,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_024,core_market,core_market::cn_core,24,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_025,core_market,core_market::cn_core,25,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_026,core_market,core_market::cn_core,26,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_027,core_market,core_market::cn_core,27,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_028,core_market,core_market::cn_core,28,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_029,core_market,core_market::cn_core,29,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_030,core_market,core_market::cn_core,30,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_031,core_market,core_market::cn_core,31,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_032,core_market,core_market::cn_core,32,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_033,core_market,core_market::cn_core,33,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_034,core_market,core_market::cn_core,34,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_035,core_market,core_market::cn_core,35,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_036,core_market,core_market::cn_core,36,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_037,core_market,core_market::cn_core,37,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_038,core_market,core_market::cn_core,38,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_039,core_market,core_market::cn_core,39,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_040,core_market,core_market::cn_core,40,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_041,core_market,core_market::cn_core,41,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_042,core_market,core_market::cn_core,42,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_043,core_market,core_market::cn_core,43,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_044,core_market,core_market::cn_core,44,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_045,core_market,core_market::cn_core,45,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_046,core_market,core_market::cn_core,46,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_047,core_market,core_market::cn_core,47,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_048,core_market,core_market::cn_core,48,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_049,core_market,core_market::cn_core,49,,,,,0.0,0.0,False,False,True
True,False,core_market_cn_core_050,core_market,core_market::cn_core,50,,,,,0.0,0.0,False,False,True
False,False,core_market_crypto_core_001,core_market,core_market::crypto_core,1,,,,,,,,,
False,False,core_market_crypto_core_002,core_market,core_market::crypto_core,2,,,,,,,,,
False,False,core_market_crypto_core_003,core_market,core_market::crypto_core,3,,,,,,,,,
False,False,core_market_crypto_core_004,core_market,core_market::crypto_core,4,,,,,,,,,
False,False,core_market_crypto_core_005,core_market,core_market::crypto_core,5,,,,,,,,,
False,False,core_market_crypto_core_006,core_market,core_market::crypto_core,6,,,,,,,,,
False,False,core_market_crypto_core_007,core_market,core_market::crypto_core,7,,,,,,,,,
False,False,core_market_crypto_core_008,core_market,core_market::crypto_core,8,,,,,,,,,
False,False,core_market_crypto_core_009,core_market,core_market::crypto_core,9,,,,,,,,,
True,False,core_market_crypto_core_010,core_market,core_market::crypto_core,10,,,,,,,False,False,True
True,False,core_market_crypto_core_011,core_market,core_market::crypto_core,11,,,,,,,False,False,True
True,False,core_market_crypto_core_012,core_market,core_market::crypto_core,12,,,,,,,False,False,True
True,False,core_market_crypto_core_013,core_market,core_market::crypto_core,13,,,,,,,False,False,True
